,id,viewCount,likeCount,dislikeCount,commentCount,publishedAt,title,channelTitle,publishTime
29,N0syHGJ-9y0,23894,101,0,3,2011-04-22T14:54:13Z,Harry Potter et les Reliques de la Mort -Making Of &quot;Hermione Disparait&quot; (VOST),Warner Bros. France,2011-04-22T14:54:13Z
30,HpXib6WbCKU,95324,501,11,8,2011-04-22T15:06:16Z,Harry Potter et les Reliques de la Mort - Making Of &quot;Harry imite Ron et Hermione&quot; (VOST),Warner Bros. France,2011-04-22T15:06:16Z
31,b8aP1aTTUU8,64220,661,4,15,2011-04-22T16:05:00Z,Harry Potter et les Reliques de la Mort - Interview des acteurs sur la fin de la saga (VOST),Warner Bros. France,2011-04-22T16:05:00Z
32,2CIXXvInAoU,1216714,24282,399,616,2011-04-23T01:28:17Z,Harry Potter y Las reliquias de la muerte El cuento de los tres hermanos,sreafuel,2011-04-23T01:28:17Z
33,VnMAA8RFeeM,950301,9186,184,1660,2011-04-24T13:25:03Z,Harry Potter And The Deathly Hallows Part 2 Intro HD (Fan Made),Jackardy,2011-04-24T13:25:03Z
34,fk7JjNQ5kfE,260881,3080,53,142,2011-04-24T21:39:48Z,Harry Potter - Double Trouble [ ita ],BleedTwiggy,2011-04-24T21:39:48Z
35,voItctzIg-g,185751,2392,9,266,2011-04-26T08:47:58Z,Natalia Tena &amp; David Thewlis talk Harry Potter,Half Blood Mockingjay,2011-04-26T08:47:58Z
36,mObK5XD8udk,12753608,71367,1376,25707,2011-04-27T18:39:35Z,&quot;Harry Potter and the Deathly Hallows - Part 2&quot; Trailer 1,Warner Bros. Pictures,2011-04-27T18:39:35Z
37,cihqiKUTnEs,57226,553,3,28,2011-04-27T19:22:34Z,Harry Potter and the Deathly Hallows Part 2 | Secrets to Flight | Warner Bros. Entertainment,Warner Bros. Entertainment,2011-04-27T19:22:34Z
38,MzL8MM_8zOg,1744066,32450,645,3456,2011-04-27T21:57:39Z,Harry Potter und Zitronenbonbons - das Hörspiel,coldmirror,2011-04-27T21:57:39Z
39,C8ybldvApMY,198126,1073,17,122,2011-04-27T23:56:15Z,&quot;Harry Potter &amp; The Deathly Hallows Part 2&quot; Trailer Music (TRAILER BEAST - &quot;Lords Of The Realm&quot;),Epic Legacy Trailer Music,2011-04-27T23:56:15Z
40,I_kDb-pRCds,9035691,39346,837,14461,2011-04-28T02:50:33Z,Harry Potter and The Deathly Hallows Part 2 Trailer Official (HD),ClevverTV,2011-04-28T02:50:33Z
41,v2EYT0ZazAo,3202832,57401,2441,4694,2011-04-28T04:35:06Z,Harry Potter and The Order of Umbridge by The Hillywood Show®,The Hillywood Show,2011-04-28T04:35:06Z
42,AX85BTPv9KY,94715,396,19,280,2011-04-28T17:38:52Z,Harry Potter and the Deathly Hallows - Part 2 Trailer,Warner Bros. UK,2011-04-28T17:38:52Z
43,cziftfzLD0Q,351605,1573,77,285,2011-04-28T20:30:38Z,"25,000 Dominoes - Harry Potter! TPT 2011",midobo,2011-04-28T20:30:38Z
44,JVHOtfeSf2s,135098,625,23,72,2011-04-29T08:46:08Z,HARRY POTTER 7 - TEIL 2 / offizieller Trailer #1 deutsch HD,Warner Bros. DE,2011-04-29T08:46:08Z
45,9DIt7xV6p28,1647739,5521,143,1657,2011-04-29T10:37:51Z,HARRY POTTER UND DIE HEILIGTÜMER DES TODES (TEIL 2) | Trailer deutsch german [HD],vipmagazin,2011-04-29T10:37:51Z
46,HguSMW8XveQ,245534,1747,33,125,2011-04-29T11:09:58Z,Harry Potter y Las Reliquias de la Muerte Parte 2 Tráiler Oficial HD,Warner Bros. Pictures España,2011-04-29T11:09:58Z
47,wpbhSFJwL0o,493152,3946,72,397,2011-04-29T12:47:14Z,Harry Potter e i Doni Della Morte - Parte 2  - Primo Trailer italiano in HD,Warner Bros. Italia,2011-04-29T12:47:14Z
48,cbGgtCH_qSE,401424,3279,51,539,2011-04-29T17:57:37Z,Harry Potter And The Deathly Hallows: Part 1 DVD Extras - Deleted Scenes,Gianmarkus96,2011-04-29T17:57:37Z
49,1AfFyUZK1So,164860,632,13,37,2011-04-29T22:02:52Z,Harry Potter et Les Reliques de la Mort - Partie 2 - Bande Annonce Officielle (VF),Warner Bros. France,2011-04-29T22:02:52Z
