,id,viewCount,likeCount,dislikeCount,commentCount,publishedAt,title,channelTitle,publishTime
27,sNNuA0fCr4s,28,0,0,0,2012-02-17T16:48:09Z,Harry Potter and the Deathly Hallows - Part 2: Trailer 1,airbusVSboeing airbusrules,2012-02-17T16:48:09Z
28,AQ-RsKRk4Vc,289116,3483,44,545,2012-02-18T12:47:22Z,Harry Potter 1-7 Tribut,MovieZoneET,2012-02-18T12:47:22Z
29,cPwp2soGzAw,37380,232,8,34,2012-02-18T22:29:56Z,Hogwarts trailer (Rushmore parody),SmashAndCut,2012-02-18T22:29:56Z
30,8hmCzmYHHfY,214743,523,18,257,2012-02-19T06:36:31Z,AVATAR: The Legend of Korra - OFFICIAL Trailer - New Serie HD (Corrected Speed) - The Last Airbender,Oz Bruno,2012-02-19T06:36:31Z
31,G1QcWm_TSrY,2347,37,3,11,2012-02-21T22:14:02Z,Hope OSCAR Trailer - Harry Potter e i Doni della Morte Parte 2 - IT,Hogwartsite,2012-02-21T22:14:02Z
32,nGbRMT1i76c,1505459,21216,449,3187,2012-02-22T20:08:00Z,Hunger Games - NEW Trailer Voice Over!,The Key of Awesome,2012-02-22T20:08:00Z
33,bPL1YTImnNA,201,0,0,0,2012-02-22T20:49:50Z,Harry Potter and the Deathly Hallows Fan Trailer,Liam Holleran,2012-02-22T20:49:50Z
34,vI97o3eqI-E,3359222,59635,618,4769,2012-02-23T14:38:33Z,Harry Potter and the Best Picture Summary,How It Should Have Ended,2012-02-23T14:38:33Z
35,qQY-6JF_4pE,224,1,1,,2012-02-23T18:48:24Z,NEW Harry Potter MOVIE Trailer Official HD,WWWPS3GAMERPL1,2012-02-23T18:48:24Z
36,W5kwrapCyGQ,124,1,2,0,2012-02-23T21:18:06Z,Harry Potter and the Deathly Hallows Part 2 - Trailer Inception Style,M.J Nutt,2012-02-23T21:18:06Z
37,-xCQq_WWF-M,334797,181,69,10,2012-02-23T23:31:21Z,Tom and Jerry: In the Dog House | Official Trailer | Warner Bros. Entertainment,Warner Bros. Entertainment,2012-02-23T23:31:21Z
38,QZqcImlZvWs,17491,20,8,6,2012-02-25T01:04:19Z,JK ROWLING NEW BOOK: Harry Potter Author Writing Adult Book: ENTV,@HOLLYWOOD,2012-02-25T01:04:19Z
39,LHxEReypmOM,349,3,0,3,2012-02-25T09:00:13Z,Harry Potter and the Deathly Hallows - Woozworld Trailer,PopPrincess247 (old account),2012-02-25T09:00:13Z
40,-2tGZBTLaSo,3003,51,0,7,2012-02-26T00:32:29Z,Broken Britain Movie OFFICIAL TEASER TRAILER (2014),BrokenBritainMovie,2012-02-26T00:32:29Z
41,trKymlq4ZDo,800,1,0,0,2012-02-26T03:26:19Z,The Amitiville Horror Trailer (Harry Potter style),pinkkittymusicbox,2012-02-26T03:26:19Z
42,zfiOcQje0JU,37238,176,6,10,2012-02-26T17:27:05Z,I Maghi di Waverly The Movie - Trailer In Italiano,NiniChannel93,2012-02-26T17:27:05Z
43,2lyV6AG6aRY,9569,72,3,0,2012-02-26T20:22:17Z,[PMV] My Little Pony: Twilight Potter - Trailer,DoubleRainbowfilly,2012-02-26T20:22:17Z
44,PV6w2VUxDQU,974,3,0,1,2012-02-27T07:28:46Z,Harry Potter and the Sorcerer&#39;s Stone | Trailer [HD],discover7films,2012-02-27T07:28:46Z
45,HQ6I8fBaNEQ,50396,88,12,0,2012-02-27T19:55:16Z,THE MECHANIC (ΤΟ ΜΟΥΤΡΟ) - TRAILER,VILLAGE,2012-02-27T19:55:16Z
46,r68M6M3e3l4,14678,164,58,6,2012-02-28T00:17:19Z,Harry Potter: A Spirit Conspiracy? (Official DVD Trailer),Good Fight Ministries,2012-02-28T00:17:19Z
47,nTjK4Y4VLGs,245060,1050,30,67,2012-02-28T09:45:44Z,PROJECT X - offizieller Trailer #2 deutsch HD,Warner Bros. DE,2012-02-28T09:45:44Z
48,6sVeZYe0O4Q,714,16,0,0,2012-02-28T18:12:20Z,Filmkritik: &quot;Harry Potter und die Heiligtümer des Todes - Teil 1&quot;,Spätvorstellung - Das Kinomagazin,2012-02-28T18:12:20Z
49,hGMrc3ozMhs,1773563,23769,371,2802,2012-02-29T02:42:50Z,Waldo The Movie - Trailer [HD],JEWEL THIEF,2012-02-29T02:42:50Z
