,id,viewCount,likeCount,dislikeCount,commentCount,publishedAt,title,channelTitle,publishTime
12,qKqkSORQals,43437,171,2,14,2009-03-07T13:44:09Z,Daniel Radcliffe talks about David Copperfield 1,DanielRadcliffeSpain,2009-03-07T13:44:09Z
13,U5LBy6Mca_A,3331,7,1,0,2009-03-07T14:43:30Z,Harry Potter and Half-Blood Prince - Daniel Radcliffe - Officiel Trailer 4 (Instrumental),Bastinou31,2009-03-07T14:43:30Z
14,EiZzXi_qzMY,13,0,0,0,2009-03-09T18:20:32Z,Harry Potter And The Half Blood Prince Official Trailer,HarryPotterVOL,2009-03-09T18:20:32Z
15,Drow60MHEBk,55533,203,4,16,2009-03-09T19:16:30Z,Harry Potter e Il Principe Mezzosangue - Clip esclusiva con il cast,Warner Bros. Italia,2009-03-09T19:16:30Z
16,pQGtmIawOF0,1336,15,1,4,2009-03-09T21:08:19Z,Twilight Saga trailer #1,"Little, Brown Young Readers",2009-03-09T21:08:19Z
17,oKOU0RZNQQg,1218,15,1,9,2009-03-09T21:10:02Z,Twilight Saga trailer #2`,"Little, Brown Young Readers",2009-03-09T21:10:02Z
18,FG1NrQYXjLU,50081074,344697,7384,12359,2009-03-10T05:27:48Z,Billy Idol - Dancing With Myself (Official Music Video),BillyIdolVEVO,2009-03-10T05:27:48Z
19,oPwkyj8qvpE,385,4,0,0,2009-03-14T16:17:24Z,Harry Potter und der Halbblutprinz (Teaser Trailer),MoviesInCinema,2009-03-14T16:17:24Z
20,I1cqm5BCJvc,7273,18,1,5,2009-03-16T00:13:45Z,The Lord of the Rings: The Return of the King HD Movie Trailer,21stCenturymovies,2009-03-16T00:13:45Z
21,Oz2GEcqV5Cs,20,1,0,0,2009-03-16T18:25:19Z,Harry potter official trailer HD,Saif Aldihaissy,2009-03-16T18:25:19Z
22,7rfv2YlZGFE,609,1,0,0,2009-03-17T09:35:33Z,Harry Potter and the Half Blood Prince 2009 Movie trailer,bigcinemahall,2009-03-17T09:35:33Z
23,tmp-y9fA5VQ,257,1,0,0,2009-03-17T16:08:59Z,Harry Potter and the Half-Blood Prince (2009) Official Movie Trailer #1 HD,fsilverscreen,2009-03-17T16:08:59Z
24,uFbs0kJoa9w,229,1,0,0,2009-03-18T10:29:59Z,harry potter und der halbblutprinz trailer (deutsch),Stefan Mente,2009-03-18T10:29:59Z
25,tHjjoTq0Y4s,1449,2,1,0,2009-03-18T22:06:31Z,Harry Potter and the Chamber of Secrets UK Trailer,wonderfulwatson,2009-03-18T22:06:31Z
26,54Ym6gkedhs,141,0,0,0,2009-03-21T17:25:58Z,Harry Potter 6 Trailer Double HD,TraxCrax,2009-03-21T17:25:58Z
27,-4deXaIBbSw,2941,12,1,5,2009-03-21T20:38:52Z,Fan-trailer HARRY POTTER and HALF-BLOOD PRINCE (orden-feniksa.org.ru),Орден Феникса,2009-03-21T20:38:52Z
28,e-xihmbAS_Y,418,4,2,2,2009-03-21T22:48:22Z,Harry Potter and the Half-Blood Prince Trailer,TheNewPaisan,2009-03-21T22:48:22Z
29,2nKA__D-KXA,5753,19,5,24,2009-03-22T14:28:43Z,Harry Potter 6 The Quest for the Lost Horcruxes Trailer 2,Ryan Glista,2009-03-22T14:28:43Z
30,X38VmspTOrI,17038,212,0,41,2009-03-24T06:00:38Z,Harry Potter and the Mamma Mia Trailer,fluffy2044,2009-03-24T06:00:38Z
31,ZgMIlFDIPNc,923,7,0,0,2009-03-24T23:55:30Z,Harry Potter and the Half-Blood Prince Trailer,Roadshow Films,2009-03-24T23:55:30Z
32,0bkRnpS9Cks,4354,12,0,4,2009-03-25T14:08:37Z,trailer Harry Potter and the half blood prince (french version),kurtforgrym,2009-03-25T14:08:37Z
33,V0cYN80LGII,17,1,0,0,2009-03-25T17:37:50Z,Harry Potter and the order of the phoenix trailer HQ,Viorel Cirstea,2009-03-25T17:37:50Z
34,AjdnY-k7C1E,119,2,0,0,2009-03-25T17:40:57Z,Harry Potter and the Goblet Of Fire Trailer HQ,Viorel Cirstea,2009-03-25T17:40:57Z
35,DK9gkLxuGeA,207,2,0,0,2009-03-25T17:43:36Z,Harry Potter and the Prisoner of Azkaban Official Trailer,Viorel Cirstea,2009-03-25T17:43:36Z
36,v5e5HdKQuxY,615,2,0,0,2009-03-25T17:48:27Z,Harry Potter and the Philosopher&#39;s Stone Official Trailer HQ,Viorel Cirstea,2009-03-25T17:48:27Z
37,PK9JdNefc18,25746,38,84,22,2009-03-26T02:16:10Z,Hari Puttar - trailer,Diana León,2009-03-26T02:16:10Z
38,Tp7dKXRf1Is,45,0,0,0,2009-03-26T12:46:58Z,Harry Potter and The half Blood Prince- The Official Trailer,Souvik Samaddar,2009-03-26T12:46:58Z
39,9H5BAjLFvl4,158207,399,254,303,2009-03-26T16:34:51Z,gooby - Trailer,montereytrailers,2009-03-26T16:34:51Z
40,-RB6XYXLfkM,9118,39,3,17,2009-03-26T16:38:11Z,Star Wars Episode III Trailer Harry Potter Style,Piezku1,2009-03-26T16:38:11Z
41,1P3EKmrlw7A,41303,70,2,2,2009-03-26T20:00:43Z,Operation Valkyrie - Trailer,AlexTube95,2009-03-26T20:00:43Z
42,YYLRkKQcJN0,151361,164,9,31,2009-03-27T12:44:43Z,The Haunted Airman UK DVD trailer,RevolverEntertainmnt,2009-03-27T12:44:43Z
43,m7bJzF5vfZc,17438,27,1,4,2009-03-27T15:05:01Z,make it happend (dokáž to!),Gabriela Vnučková,2009-03-27T15:05:01Z
44,ZPzQjLhAmGs,12868,19,2,9,2009-03-27T20:19:36Z,YouTube   Harry Potter and the Deathly Hallows Trailer HQ FANMADE,martitanev,2009-03-27T20:19:36Z
45,mzQmVTUd98I,10027,68,4,13,2009-03-27T22:47:15Z,Harry Potter And The Half Blood prince/ Avatar Trailer,Kimjuni2,2009-03-27T22:47:15Z
46,4aDi84Ax5oQ,6424,6,0,1,2009-03-28T11:58:37Z,Fighting - Trailer Italiano,Ecodelcinema,2009-03-28T11:58:37Z
47,jxV8ponu_BE,510,2,0,0,2009-03-29T12:04:21Z,Hellboy II: The Golden Army (2008) - Official HD Trailer,HDQualityTrailers,2009-03-29T12:04:21Z
48,BjJugJk-vOI,65613,220,10,65,2009-03-30T10:51:37Z,Tom Felton talks Harry Potter!,Sugarscape,2009-03-30T10:51:37Z
49,RHtluksWi44,31993,166,8,10,2009-03-30T23:53:37Z,TWILIGHT (2008) MOVIE - TRAILER,Edward Cullen,2009-03-30T23:53:37Z
