;YYYY-MM-DD;content;engagement;engagement/tweet
1385;2015-02-16;14;1996;142,57142857142858
1386;2015-02-17;14;880;62,857142857142854
1387;2015-02-18;14;1524;108,85714285714286
1388;2015-02-19;18;5270;292,77777777777777
1389;2015-02-20;13;2727;209,76923076923077
1390;2015-02-21;11;1705;155,0
1391;2015-02-22;4;151529;37882,25
1392;2015-02-23;24;4456;185,66666666666666
1393;2015-02-24;16;12289;768,0625
1394;2015-02-25;9;1824;202,66666666666666
1395;2015-02-26;2;218;109,0
1396;2015-02-27;3;386;128,66666666666666
1397;2015-02-28;5;675;135,0
1398;2015-03-01;5;608;121,6
1399;2015-03-02;5;1800;360,0
1400;2015-03-03;8;2590;323,75
1401;2015-03-04;12;2448;204,0
1402;2015-03-05;22;9027;410,3181818181818
1403;2015-03-06;14;2057;146,92857142857142
1404;2015-03-08;3;368;122,66666666666667
1405;2015-03-09;17;3136;184,47058823529412
1406;2015-03-10;8;1372;171,5
1407;2015-03-11;38;3384;89,05263157894737
1408;2015-03-12;8;3391;423,875
1409;2015-03-13;8;2850;356,25
1410;2015-03-15;4;387;96,75
1411;2015-03-16;16;1021;63,8125
1412;2015-03-17;13;1860;143,07692307692307
1413;2015-03-18;17;2085;122,6470588235294
1414;2015-03-19;12;914;76,16666666666667
1415;2015-03-20;11;2970;270,0
1416;2015-03-22;6;361;60,166666666666664
1417;2015-03-23;47;3367;71,63829787234043
1418;2015-03-24;46;3652;79,3913043478261
1419;2015-03-25;20;2164;108,2
1420;2015-03-26;20;9999;499,95
1421;2015-03-27;13;1161;89,3076923076923
1422;2015-03-29;1;411;411,0
1423;2015-03-30;24;3665;152,70833333333334
1424;2015-03-31;48;5211;108,5625
1425;2015-04-01;41;5094;124,2439024390244
1426;2015-04-02;9;2545;282,77777777777777
1427;2015-04-03;4;1099;274,75
1428;2015-04-04;5;802;160,4
1429;2015-04-05;7;76094;10870,57142857143
1430;2015-04-06;50;5769;115,38
1431;2015-04-07;5;812;162,4
1432;2015-04-08;18;2635;146,38888888888889
1433;2015-04-09;15;1094;72,93333333333334
1434;2015-04-10;48;7086;147,625
1435;2015-04-11;37;4968;134,27027027027026
1436;2015-04-12;82;7761;94,64634146341463
1437;2015-04-13;24;2775;115,625
1438;2015-04-14;5;255;51,0
1439;2015-04-15;56;4129;73,73214285714286
1440;2015-04-16;33;8074;244,66666666666666
1441;2015-04-17;20;2616;130,8
1442;2015-04-18;43;4089;95,09302325581395
1443;2015-04-19;22;1289;58,59090909090909
1444;2015-04-20;48;14803;308,3958333333333
1445;2015-04-21;31;19913;642,3548387096774
1446;2015-04-22;29;4645;160,17241379310346
1447;2015-04-23;43;3981;92,5813953488372
1448;2015-04-24;6;428;71,33333333333333
1449;2015-04-25;29;19256;664,0
1450;2015-04-27;29;20028;690,6206896551724
1451;2015-04-28;7;20531;2933,0
1452;2015-04-29;15;2883;192,2
1453;2015-04-30;17;7453;438,4117647058824
1454;2015-05-01;42;6320;150,47619047619048
1455;2015-05-02;26;9362;360,0769230769231
1456;2015-05-03;12;1914;159,5
1457;2015-05-04;36;9273;257,5833333333333
1458;2015-05-05;42;3201;76,21428571428571
1459;2015-05-06;10;1069;106,9
1460;2015-05-07;15;20397;1359,8
1461;2015-05-08;16;9021;563,8125
1462;2015-05-09;12;2452;204,33333333333334
1463;2015-05-10;15;1400;93,33333333333333
1464;2015-05-11;16;41679;2604,9375
1465;2015-05-12;33;18231;552,4545454545455
1466;2015-05-13;14;10825;773,2142857142857
1467;2015-05-14;19;2750;144,73684210526315
1468;2015-05-15;8;836;104,5
1469;2015-05-16;18;2618;145,44444444444446
1470;2015-05-17;14;2195;156,78571428571428
1471;2015-05-18;33;2969;89,96969696969697
1472;2015-05-19;24;5248;218,66666666666666
1473;2015-05-20;42;4621;110,02380952380952
1474;2015-05-21;57;7435;130,43859649122808
1475;2015-05-22;20;2569;128,45
1476;2015-05-23;22;3939;179,04545454545453
1477;2015-05-24;1;30345;30345,0
1478;2015-05-25;26;3005;115,57692307692308
1479;2015-05-26;39;5309;136,12820512820514
1480;2015-05-27;43;10974;255,2093023255814
1481;2015-05-28;16;3549;221,8125
1482;2015-05-29;12;6445;537,0833333333334
1483;2015-05-30;9;3771;419,0
1484;2015-05-31;25;2724;108,96
1485;2015-06-01;26;5728;220,30769230769232
1486;2015-06-02;14;854;61,0
1487;2015-06-03;15;2757;183,8
1488;2015-06-04;19;3221;169,52631578947367
1489;2015-06-05;25;3741;149,64
1490;2015-06-06;21;2618;124,66666666666667
1491;2015-06-07;9;1704;189,33333333333334
1492;2015-06-08;2;361;180,5
1493;2015-06-09;8;561;70,125
1494;2015-06-10;1;41;41,0
1495;2015-06-11;17;2933;172,52941176470588
1496;2015-06-12;32;4903;153,21875
1497;2015-06-13;5;1734;346,8
1498;2015-06-14;12;3225;268,75
1499;2015-06-15;15;2932;195,46666666666667
1500;2015-06-16;36;50099;1391,638888888889
1501;2015-06-17;6;5320;886,6666666666666
1502;2015-06-18;7;3637;519,5714285714286
1503;2015-06-19;32;22420;700,625
1504;2015-06-20;10;7860;786,0
1505;2015-06-21;35;8529;243,68571428571428
1506;2015-06-22;30;13639;454,6333333333333
1507;2015-06-23;9;3211;356,77777777777777
1508;2015-06-24;27;19443;720,1111111111111
1509;2015-06-25;8;9471;1183,875
1510;2015-06-26;5;7773;1554,6
1511;2015-06-27;15;29455;1963,6666666666667
1512;2015-06-28;34;15677;461,0882352941176
1513;2015-06-29;38;20973;551,921052631579
1514;2015-06-30;15;23051;1536,7333333333333
1515;2015-07-01;16;25941;1621,3125
1516;2015-07-02;60;43412;723,5333333333333
1517;2015-07-03;42;47253;1125,0714285714287
1518;2015-07-04;45;32788;728,6222222222223
1519;2015-07-05;21;32281;1537,1904761904761
1520;2015-07-06;11;18817;1710,6363636363637
1521;2015-07-07;10;17721;1772,1
1522;2015-07-08;17;14690;864,1176470588235
1523;2015-07-09;36;32616;906,0
1524;2015-07-10;12;21211;1767,5833333333333
1525;2015-07-11;27;39180;1451,111111111111
1526;2015-07-12;11;51274;4661,272727272727
1527;2015-07-13;16;43717;2732,3125
1528;2015-07-14;18;35397;1966,5
1529;2015-07-15;10;12393;1239,3
1530;2015-07-16;37;59599;1610,7837837837837
1531;2015-07-17;25;55639;2225,56
1532;2015-07-18;28;77297;2760,6071428571427
1533;2015-07-19;24;39611;1650,4583333333333
1534;2015-07-20;36;43910;1219,7222222222222
1535;2015-07-21;49;65537;1337,4897959183672
1536;2015-07-22;30;51010;1700,3333333333333
1537;2015-07-23;25;38522;1540,88
1538;2015-07-24;22;35384;1608,3636363636363
1539;2015-07-25;46;53658;1166,4782608695652
1540;2015-07-26;25;24285;971,4
1541;2015-07-27;36;58673;1629,8055555555557
1542;2015-07-28;17;47843;2814,294117647059
1543;2015-07-29;24;47831;1992,9583333333333
1544;2015-07-30;9;16775;1863,888888888889
1545;2015-07-31;7;12440;1777,142857142857
1546;2015-08-01;1;1174;1174,0
1547;2015-08-02;21;28635;1363,5714285714287
1548;2015-08-03;28;47360;1691,4285714285713
1549;2015-08-04;16;25781;1611,3125
1550;2015-08-05;30;49057;1635,2333333333333
1551;2015-08-06;8;33369;4171,125
1552;2015-08-07;43;125742;2924,232558139535
1553;2015-08-08;6;67448;11241,333333333334
1554;2015-08-09;14;50908;3636,285714285714
1555;2015-08-10;17;95004;5588,470588235294
1556;2015-08-11;7;31414;4487,714285714285
1557;2015-08-12;2;4238;2119,0
1558;2015-08-13;4;15036;3759,0
1559;2015-08-14;1;4809;4809,0
1560;2015-08-15;5;27100;5420,0
1561;2015-08-17;14;38840;2774,285714285714
1562;2015-08-18;14;57989;4142,071428571428
1563;2015-08-19;7;24301;3471,5714285714284
1564;2015-08-20;9;54383;6042,555555555556
1565;2015-08-21;11;73682;6698,363636363636
1566;2015-08-22;11;70553;6413,909090909091
1567;2015-08-23;2;18592;9296,0
1568;2015-08-24;28;94209;3364,6071428571427
1569;2015-08-25;21;88536;4216,0
1570;2015-08-26;4;11529;2882,25
1571;2015-08-27;15;47410;3160,6666666666665
1572;2015-08-28;7;27286;3898,0
1573;2015-08-29;7;39867;5695,285714285715
1574;2015-08-31;11;88325;8029,545454545455
1575;2015-09-01;17;91912;5406,588235294118
1576;2015-09-02;14;46824;3344,5714285714284
1577;2015-09-03;6;51787;8631,166666666666
1578;2015-09-04;5;15214;3042,8
1579;2015-09-05;12;79146;6595,5
1580;2015-09-06;30;85256;2841,866666666667
1581;2015-09-07;10;27410;2741,0
1582;2015-09-08;16;55250;3453,125
1583;2015-09-09;5;31356;6271,2
1584;2015-09-10;4;15395;3848,75
1585;2015-09-11;15;65604;4373,6
1586;2015-09-12;40;91974;2299,35
1587;2015-09-13;1;6261;6261,0
1588;2015-09-14;12;42588;3549,0
1589;2015-09-15;18;69890;3882,777777777778
1590;2015-09-16;8;45194;5649,25
1591;2015-09-17;5;33217;6643,4
1592;2015-09-18;5;29387;5877,4
1593;2015-09-19;9;98698;10966,444444444445
1594;2015-09-20;9;51257;5695,222222222223
1595;2015-09-21;67;160582;2396,7462686567164
1596;2015-09-22;20;78903;3945,15
1597;2015-09-23;7;43402;6200,285714285715
1598;2015-09-24;16;64240;4015,0
1599;2015-09-25;13;47669;3666,846153846154
1600;2015-09-26;12;47570;3964,1666666666665
1601;2015-09-27;14;42989;3070,6428571428573
1602;2015-09-28;12;49283;4106,916666666667
1603;2015-09-29;5;21859;4371,8
1604;2015-09-30;20;64386;3219,3
1605;2015-10-01;20;49835;2491,75
1606;2015-10-02;23;56812;2470,086956521739
1607;2015-10-03;17;42760;2515,294117647059
1608;2015-10-04;22;67018;3046,2727272727275
1609;2015-10-05;18;55402;3077,8888888888887
1610;2015-10-06;40;74711;1867,775
1611;2015-10-07;17;53749;3161,705882352941
1612;2015-10-08;24;63041;2626,7083333333335
1613;2015-10-09;31;58303;1880,741935483871
1614;2015-10-10;13;41630;3202,3076923076924
1615;2015-10-11;6;25766;4294,333333333333
1616;2015-10-12;12;23198;1933,1666666666667
1617;2015-10-13;95;465297;4897,863157894737
1618;2015-10-14;17;64811;3812,4117647058824
1619;2015-10-15;19;60973;3209,1052631578946
1620;2015-10-16;21;67233;3201,5714285714284
1621;2015-10-17;15;49593;3306,2
1622;2015-10-18;70;141281;2018,3
1623;2015-10-19;13;66734;5133,384615384615
1624;2015-10-20;28;61579;2199,25
1625;2015-10-21;11;46293;4208,454545454545
1626;2015-10-22;9;38968;4329,777777777777
1627;2015-10-23;5;16522;3304,4
1628;2015-10-24;25;64348;2573,92
1629;2015-10-25;45;130362;2896,9333333333334
1630;2015-10-26;11;35317;3210,6363636363635
1631;2015-10-27;21;53537;2549,3809523809523
1632;2015-10-28;25;79366;3174,64
1633;2015-10-29;53;118489;2235,6415094339623
1634;2015-10-30;25;65335;2613,4
1635;2015-10-31;44;107809;2450,2045454545455
1636;2015-11-01;22;65362;2971,0
1637;2015-11-02;20;63509;3175,45
1638;2015-11-03;27;58582;2169,703703703704
1639;2015-11-04;9;28694;3188,222222222222
1640;2015-11-05;15;38667;2577,8
1641;2015-11-06;37;106313;2873,324324324324
1642;2015-11-07;23;64208;2791,6521739130435
1643;2015-11-08;38;92011;2421,342105263158
1644;2015-11-09;12;36268;3022,3333333333335
1645;2015-11-10;21;47011;2238,6190476190477
1646;2015-11-11;15;50025;3335,0
1647;2015-11-12;20;85549;4277,45
1648;2015-11-13;13;114279;8790,692307692309
1649;2015-11-14;21;136733;6511,0952380952385
1650;2015-11-15;25;158473;6338,92
1651;2015-11-16;12;81491;6790,916666666667
1652;2015-11-17;12;102495;8541,25
1653;2015-11-18;6;22148;3691,3333333333335
1654;2015-11-19;31;160344;5172,387096774193
1655;2015-11-20;42;147005;3500,1190476190477
1656;2015-11-21;28;84116;3004,1428571428573
1657;2015-11-22;19;110598;5820,9473684210525
1658;2015-11-23;18;78289;4349,388888888889
1659;2015-11-24;17;59069;3474,6470588235293
1660;2015-11-25;20;72621;3631,05
1661;2015-11-26;9;57464;6384,888888888889
1662;2015-11-27;8;37706;4713,25
1663;2015-11-28;18;72619;4034,3888888888887
1664;2015-11-29;17;52704;3100,235294117647
1665;2015-11-30;12;49626;4135,5
1666;2015-12-01;20;64346;3217,3
1667;2015-12-02;20;74045;3702,25
1668;2015-12-03;37;105616;2854,4864864864867
1669;2015-12-04;25;78306;3132,24
1670;2015-12-05;10;42967;4296,7
1671;2015-12-06;40;223443;5586,075
1672;2015-12-07;29;138769;4785,137931034483
1673;2015-12-08;15;107206;7147,066666666667
1674;2015-12-09;31;167382;5399,419354838709
1675;2015-12-10;20;172516;8625,8
1676;2015-12-11;18;123859;6881,055555555556
1677;2015-12-12;23;106177;4616,391304347826
1678;2015-12-13;33;150157;4550,212121212121
1679;2015-12-14;14;59629;4259,214285714285
1680;2015-12-15;34;145436;4277,529411764706
1681;2015-12-16;19;96946;5102,421052631579
1682;2015-12-17;7;51990;7427,142857142857
1683;2015-12-18;13;87634;6741,076923076923
1684;2015-12-19;16;91670;5729,375
1685;2015-12-20;14;88166;6297,571428571428
1686;2015-12-21;16;116711;7294,4375
1687;2015-12-22;27;191301;7085,222222222223
1688;2015-12-23;14;134642;9617,285714285714
1689;2015-12-24;16;143773;8985,8125
1690;2015-12-25;13;86084;6621,846153846154
1691;2015-12-26;8;80337;10042,125
1692;2015-12-27;18;87368;4853,777777777777
1693;2015-12-28;20;118743;5937,15
1694;2015-12-29;12;76774;6397,833333333333
1695;2015-12-30;19;84380;4441,0526315789475
1696;2015-12-31;21;123877;5898,9047619047615
1697;2016-01-01;14;88236;6302,571428571428
1698;2016-01-02;14;114693;8192,357142857143
1699;2016-01-03;13;120573;9274,846153846154
1700;2016-01-04;14;70836;5059,714285714285
1701;2016-01-05;15;73248;4883,2
1702;2016-01-06;7;49700;7100,0
1703;2016-01-07;19;123196;6484,0
1704;2016-01-08;9;57166;6351,777777777777
1705;2016-01-09;12;55641;4636,75
1706;2016-01-10;11;67542;6140,181818181818
1707;2016-01-11;18;89293;4960,722222222223
1708;2016-01-12;10;107492;10749,2
1709;2016-01-13;13;92986;7152,7692307692305
1710;2016-01-14;9;56433;6270,333333333333
1711;2016-01-15;10;80103;8010,3
1712;2016-01-16;17;132174;7774,941176470588
1713;2016-01-17;6;56444;9407,333333333334
1714;2016-01-18;10;64625;6462,5
1715;2016-01-19;15;91227;6081,8
1716;2016-01-20;9;57953;6439,222222222223
1717;2016-01-21;20;109367;5468,35
1718;2016-01-22;32;173646;5426,4375
1719;2016-01-23;21;119947;5711,761904761905
1720;2016-01-24;20;89479;4473,95
1721;2016-01-25;25;105006;4200,24
1722;2016-01-26;23;157399;6843,434782608696
1723;2016-01-27;12;154782;12898,5
1724;2016-01-28;33;239112;7245,818181818182
1725;2016-01-29;25;222257;8890,28
1726;2016-01-30;4;41158;10289,5
1727;2016-01-31;17;125774;7398,470588235294
1728;2016-02-01;1;25416;25416,0
1729;2016-02-02;14;155868;11133,42857142857
1730;2016-02-03;15;166751;11116,733333333334
1731;2016-02-04;9;78535;8726,111111111111
1732;2016-02-05;19;124905;6573,9473684210525
1733;2016-02-06;10;75636;7563,6
1734;2016-02-07;25;173879;6955,16
1735;2016-02-08;11;88895;8081,363636363636
1736;2016-02-09;16;203948;12746,75
1737;2016-02-10;10;95689;9568,9
1738;2016-02-11;14;134290;9592,142857142857
1739;2016-02-12;19;159706;8405,578947368422
1740;2016-02-13;25;196097;7843,88
1741;2016-02-14;14;159535;11395,357142857143
1742;2016-02-15;11;118941;10812,818181818182
1743;2016-02-16;14;123729;8837,785714285714
1744;2016-02-17;11;158640;14421,818181818182
1745;2016-02-18;14;137096;9792,57142857143
1746;2016-02-19;16;142118;8882,375
1747;2016-02-20;21;242732;11558,666666666666
1748;2016-02-21;6;58188;9698,0
1749;2016-02-22;29;260269;8974,793103448275
1750;2016-02-23;19;177740;9354,736842105263
1751;2016-02-24;28;261396;9335,57142857143
1752;2016-02-25;13;176707;13592,846153846154
1753;2016-02-26;31;331934;10707,548387096775
1754;2016-02-27;15;179681;11978,733333333334
1755;2016-02-28;28;366477;13088,464285714286
1756;2016-02-29;14;175350;12525,0
1757;2016-03-01;13;260702;20054,0
1758;2016-03-02;23;317752;13815,304347826086
1759;2016-03-03;16;283726;17732,875
1760;2016-03-04;10;104239;10423,9
1761;2016-03-05;20;248644;12432,2
1762;2016-03-06;14;189103;13507,357142857143
1763;2016-03-07;18;241675;13426,388888888889
1764;2016-03-08;20;290581;14529,05
1765;2016-03-09;4;67002;16750,5
1766;2016-03-10;4;67730;16932,5
1767;2016-03-11;9;143331;15925,666666666666
1768;2016-03-12;17;391571;23033,58823529412
1769;2016-03-13;10;200908;20090,8
1770;2016-03-14;13;189196;14553,538461538461
1771;2016-03-15;27;484373;17939,74074074074
1772;2016-03-16;17;248923;14642,529411764706
1773;2016-03-17;14;275929;19709,214285714286
1774;2016-03-18;25;386003;15440,12
1775;2016-03-19;20;304153;15207,65
1776;2016-03-20;10;233039;23303,9
1777;2016-03-22;17;495541;29149,470588235294
1778;2016-03-23;14;302253;21589,5
1779;2016-03-24;21;407422;19401,04761904762
1780;2016-03-25;4;66206;16551,5
1781;2016-03-26;10;256264;25626,4
1782;2016-03-27;10;218295;21829,5
1783;2016-03-28;12;202550;16879,166666666668
1784;2016-03-29;14;294382;21027,285714285714
1785;2016-03-30;6;112557;18759,5
1786;2016-03-31;8;151596;18949,5
1787;2016-04-01;10;202223;20222,3
1788;2016-04-02;8;125633;15704,125
1789;2016-04-03;14;184163;13154,5
1790;2016-04-04;10;151936;15193,6
1791;2016-04-05;5;74837;14967,4
1792;2016-04-06;4;88815;22203,75
1793;2016-04-07;6;97757;16292,833333333334
1794;2016-04-08;17;210678;12392,823529411764
1795;2016-04-09;14;202751;14482,214285714286
1796;2016-04-10;7;137580;19654,285714285714
1797;2016-04-11;13;146388;11260,615384615385
1798;2016-04-12;5;86335;17267,0
1799;2016-04-13;8;125001;15625,125
1800;2016-04-14;2;24932;12466,0
1801;2016-04-15;6;69174;11529,0
1802;2016-04-16;13;149897;11530,538461538461
1803;2016-04-17;7;149511;21358,714285714286
1804;2016-04-18;7;111223;15889,0
1805;2016-04-19;19;267420;14074,736842105263
1806;2016-04-20;7;122560;17508,571428571428
1807;2016-04-21;4;95794;23948,5
1808;2016-04-22;6;98128;16354,666666666666
1809;2016-04-23;11;144971;13179,181818181818
1810;2016-04-24;7;120631;17233,0
1811;2016-04-25;9;145544;16171,555555555555
1812;2016-04-26;17;275125;16183,823529411764
1813;2016-04-27;11;169588;15417,09090909091
1814;2016-04-28;12;199189;16599,083333333332
1815;2016-04-29;5;124480;24896,0
1816;2016-04-30;6;119108;19851,333333333332
1817;2016-05-01;8;119184;14898,0
1818;2016-05-02;12;215638;17969,833333333332
1819;2016-05-03;11;227663;20696,636363636364
1820;2016-05-04;6;104066;17344,333333333332
1821;2016-05-05;7;363540;51934,28571428572
1822;2016-05-06;16;363794;22737,125
1823;2016-05-07;5;97895;19579,0
1824;2016-05-08;7;96112;13730,285714285714
1825;2016-05-09;19;228092;12004,842105263158
1826;2016-05-10;15;248380;16558,666666666668
1827;2016-05-11;13;244714;18824,153846153848
1828;2016-05-12;3;73530;24510,0
1829;2016-05-13;3;77301;25767,0
1830;2016-05-14;3;78654;26218,0
1831;2016-05-15;15;244509;16300,6
1832;2016-05-16;16;247176;15448,5
1833;2016-05-17;54;578148;10706,444444444445
1834;2016-05-18;7;119396;17056,571428571428
1835;2016-05-19;3;74042;24680,666666666668
1836;2016-05-20;18;279649;15536,055555555555
1837;2016-05-21;9;287253;31917,0
1838;2016-05-22;8;211401;26425,125
1839;2016-05-23;8;152655;19081,875
1840;2016-05-24;9;142193;15799,222222222223
1841;2016-05-25;15;214559;14303,933333333332
1842;2016-05-26;9;171074;19008,222222222223
1843;2016-05-27;7;117590;16798,571428571428
1844;2016-05-28;8;182812;22851,5
1845;2016-05-29;6;145716;24286,0
1846;2016-05-30;13;208891;16068,538461538461
1847;2016-05-31;9;163913;18212,555555555555
1848;2016-06-01;5;105252;21050,4
1849;2016-06-02;25;328863;13154,52
1850;2016-06-03;13;235562;18120,153846153848
1851;2016-06-04;7;131207;18743,85714285714
1852;2016-06-05;3;80804;26934,666666666668
1853;2016-06-06;11;230679;20970,81818181818
1854;2016-06-07;8;102527;12815,875
1855;2016-06-08;18;239416;13300,888888888889
1856;2016-06-09;8;634243;79280,375
1857;2016-06-10;13;280566;21582,0
1858;2016-06-11;10;234389;23438,9
1859;2016-06-12;8;497649;62206,125
1860;2016-06-13;12;267996;22333,0
1861;2016-06-14;6;256367;42727,833333333336
1862;2016-06-15;8;165331;20666,375
1863;2016-06-16;6;78631;13105,166666666666
1864;2016-06-17;11;188008;17091,636363636364
1865;2016-06-18;9;161692;17965,777777777777
1866;2016-06-19;2;55431;27715,5
1867;2016-06-20;1;31327;31327,0
1868;2016-06-21;14;398342;28453,0
1869;2016-06-22;6;126908;21151,333333333332
1870;2016-06-23;15;295272;19684,8
1871;2016-06-24;13;341426;26263,53846153846
1872;2016-06-25;9;197470;21941,11111111111
1873;2016-06-26;15;294611;19640,733333333334
1874;2016-06-27;3;76203;25401,0
1875;2016-06-28;13;238236;18325,846153846152
1876;2016-06-29;10;169318;16931,8
1877;2016-06-30;9;156781;17420,11111111111
1878;2016-07-01;11;202543;18413,0
1879;2016-07-02;11;271420;24674,545454545456
1880;2016-07-03;8;205423;25677,875
1881;2016-07-04;13;316560;24350,76923076923
1882;2016-07-05;10;360802;36080,2
1883;2016-07-06;12;320161;26680,083333333332
1884;2016-07-07;6;157189;26198,166666666668
1885;2016-07-08;5;246104;49220,8
1886;2016-07-09;2;52419;26209,5
1887;2016-07-10;4;171553;42888,25
1888;2016-07-11;6;116253;19375,5
1889;2016-07-12;14;443989;31713,5
1890;2016-07-13;14;334810;23915,0
1891;2016-07-14;6;251088;41848,0
1892;2016-07-15;4;209452;52363,0
1893;2016-07-16;11;267579;24325,363636363636
1894;2016-07-17;12;401422;33451,833333333336
1895;2016-07-18;7;191612;27373,14285714286
1896;2016-07-19;5;241426;48285,2
1897;2016-07-20;19;840580;44241,05263157895
1898;2016-07-21;8;265337;33167,125
1899;2016-07-22;8;266324;33290,5
1900;2016-07-23;14;441434;31531,0
1901;2016-07-24;17;572456;33673,882352941175
1902;2016-07-25;22;853433;38792,40909090909
1903;2016-07-26;16;570604;35662,75
1904;2016-07-27;19;801095;42162,89473684211
1905;2016-07-28;16;629011;39313,1875
1906;2016-07-29;26;791029;30424,19230769231
1907;2016-07-30;22;678082;30821,909090909092
1908;2016-07-31;5;243634;48726,8
1909;2016-08-01;24;712760;29698,333333333332
1910;2016-08-02;10;357736;35773,6
1911;2016-08-03;6;222261;37043,5
1912;2016-08-04;8;236608;29576,0
1913;2016-08-05;8;243791;30473,875
1914;2016-08-06;8;325412;40676,5
1915;2016-08-07;4;131023;32755,75
1916;2016-08-08;12;246107;20508,916666666668
1917;2016-08-09;9;267088;29676,444444444445
1918;2016-08-10;13;361346;27795,846153846152
1919;2016-08-11;5;125363;25072,6
1920;2016-08-12;8;237335;29666,875
1921;2016-08-13;7;195010;27858,571428571428
1922;2016-08-14;10;456150;45615,0
1923;2016-08-15;3;73683;24561,0
1924;2016-08-16;7;136192;19456,0
1925;2016-08-17;8;192720;24090,0
1926;2016-08-18;4;150280;37570,0
1927;2016-08-19;9;336625;37402,77777777778
1928;2016-08-20;9;201566;22396,222222222223
1929;2016-08-21;7;163448;23349,714285714286
1930;2016-08-22;9;194655;21628,333333333332
1931;2016-08-23;8;251264;31408,0
1932;2016-08-24;10;232415;23241,5
1933;2016-08-25;12;335627;27968,916666666668
1934;2016-08-26;14;338824;24201,714285714286
1935;2016-08-27;10;250283;25028,3
1936;2016-08-28;5;163193;32638,6
1937;2016-08-29;13;311556;23965,846153846152
1938;2016-08-30;6;195583;32597,166666666668
1939;2016-08-31;6;201454;33575,666666666664
1940;2016-09-01;8;283880;35485,0
1941;2016-09-02;5;143494;28698,8
1942;2016-09-03;5;175968;35193,6
1943;2016-09-04;13;349130;26856,153846153848
1944;2016-09-05;6;153340;25556,666666666668
1945;2016-09-06;13;337559;25966,076923076922
1946;2016-09-07;5;143923;28784,6
1947;2016-09-08;14;401104;28650,285714285714
1948;2016-09-09;8;196601;24575,125
1949;2016-09-10;10;358001;35800,1
1950;2016-09-11;1;31682;31682,0
1951;2016-09-12;6;129322;21553,666666666668
1952;2016-09-13;10;229680;22968,0
1953;2016-09-14;11;235774;21434,0
1954;2016-09-15;11;190858;17350,727272727272
1955;2016-09-16;6;159834;26639,0
1956;2016-09-17;11;306587;27871,545454545456
1957;2016-09-18;4;194764;48691,0
1958;2016-09-19;10;271777;27177,7
1959;2016-09-20;8;282419;35302,375
1960;2016-09-21;8;241511;30188,875
1961;2016-09-22;4;77821;19455,25
1962;2016-09-23;5;132672;26534,4
1963;2016-09-24;6;206703;34450,5
1964;2016-09-25;6;227781;37963,5
1965;2016-09-26;22;742004;33727,454545454544
1966;2016-09-27;25;838402;33536,08
1967;2016-09-28;10;203237;20323,7
1968;2016-09-29;5;162617;32523,4
1969;2016-09-30;12;582495;48541,25
1970;2016-10-01;5;174220;34844,0
1971;2016-10-02;6;268696;44782,666666666664
1972;2016-10-03;5;106928;21385,6
1973;2016-10-04;43;1101813;25623,558139534885
1974;2016-10-05;16;484458;30278,625
1975;2016-10-06;7;217969;31138,428571428572
1976;2016-10-07;1;144021;144021,0
1977;2016-10-08;3;248153;82717,66666666667
1978;2016-10-09;47;1521135;32364,574468085106
1979;2016-10-10;7;403498;57642,57142857143
1980;2016-10-11;16;809479;50592,4375
1981;2016-10-12;6;282710;47118,333333333336
1982;2016-10-13;11;396384;36034,90909090909
1983;2016-10-14;5;175975;35195,0
1984;2016-10-15;13;582040;44772,307692307695
1985;2016-10-16;16;696941;43558,8125
1986;2016-10-17;23;875098;38047,739130434784
1987;2016-10-18;13;459850;35373,07692307692
1988;2016-10-19;78;1701923;21819,52564102564
1989;2016-10-20;13;462369;35566,846153846156
1990;2016-10-21;16;518998;32437,375
1991;2016-10-22;16;466506;29156,625
1992;2016-10-23;11;418016;38001,454545454544
1993;2016-10-24;18;639846;35547,0
1994;2016-10-25;17;519350;30550,0
1995;2016-10-26;5;233895;46779,0
1996;2016-10-27;19;532029;28001,526315789473
1997;2016-10-28;10;368325;36832,5
1998;2016-10-29;8;300694;37586,75
1999;2016-10-30;9;391723;43524,77777777778
2000;2016-10-31;6;193462;32243,666666666668
2001;2016-11-01;15;553237;36882,46666666667
2002;2016-11-02;13;619320;47640,0
2003;2016-11-03;8;397658;49707,25
2004;2016-11-04;12;439510;36625,833333333336
2005;2016-11-05;11;426975;38815,90909090909
2006;2016-11-06;8;301333;37666,625
2007;2016-11-07;14;527644;37688,857142857145
2008;2016-11-08;10;1683751;168375,1
2009;2016-11-09;1;734360;734360,0
2010;2016-11-10;3;636191;212063,66666666666
2011;2016-11-11;3;602049;200683,0
2012;2016-11-12;1;216577;216577,0
2013;2016-11-13;8;867347;108418,375
2014;2016-11-15;3;459668;153222,66666666666
2015;2016-11-16;4;389081;97270,25
2016;2016-11-17;3;410987;136995,66666666666
2017;2016-11-18;1;126497;126497,0
2018;2016-11-19;4;452254;113063,5
2019;2016-11-20;5;397594;79518,8
2020;2016-11-21;3;277840;92613,33333333333
2021;2016-11-22;9;639001;71000,11111111111
2022;2016-11-23;2;388339;194169,5
2023;2016-11-24;1;145328;145328,0
2024;2016-11-26;3;474142;158047,33333333334
2025;2016-11-27;11;796389;72399,0
2026;2016-11-28;7;391495;55927,857142857145
2027;2016-11-29;8;761836;95229,5
2028;2016-11-30;9;533182;59242,444444444445
2029;2016-12-01;4;231304;57826,0
