;YYYY-MM-DD;content;engagement;engagement/tweet
2030;2016-12-02;3;319452;106484,0
2031;2016-12-03;4;242236;60559,0
2032;2016-12-04;10;562878;56287,8
2033;2016-12-05;3;297345;99115,0
2034;2016-12-06;6;445474;74245,66666666667
2035;2016-12-07;5;254491;50898,2
2036;2016-12-08;4;185230;46307,5
2037;2016-12-09;3;103029;34343,0
2038;2016-12-10;6;338997;56499,5
2039;2016-12-11;6;320807;53467,833333333336
2040;2016-12-12;9;605050;67227,77777777778
2041;2016-12-13;5;298070;59614,0
2042;2016-12-14;1;60738;60738,0
2043;2016-12-15;6;358987;59831,166666666664
2044;2016-12-16;4;269578;67394,5
2045;2016-12-17;6;308371;51395,166666666664
2046;2016-12-18;1;144238;144238,0
2047;2016-12-19;4;493710;123427,5
2048;2016-12-20;3;195560;65186,666666666664
2049;2016-12-21;4;279966;69991,5
2050;2016-12-22;5;387648;77529,6
2051;2016-12-23;6;480891;80148,5
2052;2016-12-24;3;243054;81018,0
2053;2016-12-25;2;387565;193782,5
2054;2016-12-26;5;459735;91947,0
2055;2016-12-27;2;186181;93090,5
2056;2016-12-28;4;427480;106870,0
2057;2016-12-29;1;47838;47838,0
2058;2016-12-30;3;226851;75617,0
2059;2016-12-31;3;620655;206885,0
2060;2017-01-02;7;502224;71746,28571428571
2061;2017-01-03;11;704272;64024,72727272727
2062;2017-01-04;9;549999;61111,0
2063;2017-01-05;9;671594;74621,55555555556
2064;2017-01-06;11;679540;61776,36363636364
2065;2017-01-07;7;583709;83387,0
2066;2017-01-08;5;295092;59018,4
2067;2017-01-09;8;789654;98706,75
2068;2017-01-10;4;194420;48605,0
2069;2017-01-11;6;588478;98079,66666666667
2070;2017-01-12;4;402323;100580,75
2071;2017-01-13;8;653373;81671,625
2072;2017-01-14;5;473858;94771,6
2073;2017-01-15;8;643186;80398,25
2074;2017-01-16;4;342897;85724,25
2075;2017-01-17;8;649388;81173,5
2076;2017-01-18;10;734693;73469,3
2077;2017-01-19;8;946977;118372,125
2078;2017-01-20;12;2029137;169094,75
2079;2017-01-21;1;178333;178333,0
2080;2017-01-22;4;1008200;252050,0
2081;2017-01-23;1;180000;180000,0
2082;2017-01-24;8;1227422;153427,75
2083;2017-01-25;8;827317;103414,625
2084;2017-01-26;6;641083;106847,16666666667
2085;2017-01-27;7;879256;125608,0
2086;2017-01-28;4;475730;118932,5
2087;2017-01-29;7;1029887;147126,7142857143
2088;2017-01-30;8;1259434;157429,25
2089;2017-01-31;5;754744;150948,8
2090;2017-02-01;3;533676;177892,0
2091;2017-02-02;6;825153;137525,5
2092;2017-02-03;8;1320654;165081,75
2093;2017-02-04;10;1488526;148852,6
2094;2017-02-05;4;786237;196559,25
2095;2017-02-06;6;698063;116343,83333333333
2096;2017-02-07;3;485616;161872,0
2097;2017-02-08;11;1186010;107819,09090909091
2098;2017-02-09;7;745947;106563,85714285714
2099;2017-02-10;3;375933;125311,0
2100;2017-02-11;9;937277;104141,88888888889
2101;2017-02-12;7;772877;110411,0
2102;2017-02-13;5;408067;81613,4
2103;2017-02-14;4;318525;79631,25
2104;2017-02-15;11;1082933;98448,45454545454
2105;2017-02-16;6;681674;113612,33333333333
2106;2017-02-17;8;892922;111615,25
2107;2017-02-18;2;294134;147067,0
2108;2017-02-19;1;118618;118618,0
2109;2017-02-20;4;606859;151714,75
2110;2017-02-21;2;235961;117980,5
2111;2017-02-22;2;194659;97329,5
2112;2017-02-23;3;227673;75891,0
2113;2017-02-24;5;474082;94816,4
2114;2017-02-25;6;815064;135844,0
2115;2017-02-26;4;425741;106435,25
2116;2017-02-27;3;246453;82151,0
2117;2017-02-28;2;118195;59097,5
2118;2017-03-01;1;183049;183049,0
2119;2017-03-02;5;590567;118113,4
2120;2017-03-03;7;810273;115753,28571428571
2121;2017-03-04;7;1064709;152101,2857142857
2122;2017-03-05;3;420013;140004,33333333334
2123;2017-03-06;5;502701;100540,2
2124;2017-03-07;7;689937;98562,42857142857
2125;2017-03-08;5;480480;96096,0
2126;2017-03-09;3;245460;81820,0
2127;2017-03-10;1;44440;44440,0
2128;2017-03-11;1;104701;104701,0
2129;2017-03-13;5;326160;65232,0
2130;2017-03-14;2;171159;85579,5
2131;2017-03-15;9;813224;90358,22222222222
2132;2017-03-16;4;262654;65663,5
2133;2017-03-17;4;263854;65963,5
2134;2017-03-18;2;189410;94705,0
2135;2017-03-19;1;37775;37775,0
2136;2017-03-20;8;657878;82234,75
2137;2017-03-21;3;177931;59310,333333333336
2138;2017-03-22;2;207902;103951,0
2139;2017-03-23;4;344844;86211,0
2140;2017-03-24;4;298936;74734,0
2141;2017-03-25;4;353665;88416,25
2142;2017-03-26;2;179955;89977,5
2143;2017-03-27;4;311523;77880,75
2144;2017-03-28;6;406217;67702,83333333333
2145;2017-03-29;5;356028;71205,6
2146;2017-03-30;8;388888;48611,0
2147;2017-03-31;7;408535;58362,142857142855
2148;2017-04-01;7;470269;67181,28571428571
2149;2017-04-02;4;368784;92196,0
2150;2017-04-03;7;549675;78525,0
2151;2017-04-04;3;140934;46978,0
2152;2017-04-05;2;162110;81055,0
2153;2017-04-06;1;62332;62332,0
2154;2017-04-08;5;423545;84709,0
2155;2017-04-09;3;212894;70964,66666666667
2156;2017-04-10;2;175323;87661,5
2157;2017-04-11;5;394972;78994,4
2158;2017-04-12;6;536887;89481,16666666667
2159;2017-04-13;3;314426;104808,66666666667
2160;2017-04-14;1;34846;34846,0
2161;2017-04-16;6;614522;102420,33333333333
2162;2017-04-17;7;455521;65074,42857142857
2163;2017-04-18;7;418959;59851,28571428572
2164;2017-04-19;4;234032;58508,0
2165;2017-04-20;3;178920;59640,0
2166;2017-04-21;6;406844;67807,33333333333
2167;2017-04-22;5;374772;74954,4
2168;2017-04-23;7;424869;60695,57142857143
2169;2017-04-24;6;299673;49945,5
2170;2017-04-25;5;291783;58356,6
2171;2017-04-26;9;510455;56717,22222222222
2172;2017-04-27;12;686203;57183,583333333336
2173;2017-04-28;4;286487;71621,75
2174;2017-04-29;2;144447;72223,5
2175;2017-04-30;5;350442;70088,4
2176;2017-05-01;3;135514;45171,333333333336
2177;2017-05-02;5;335573;67114,6
2178;2017-05-03;1;43941;43941,0
2179;2017-05-04;10;518695;51869,5
2180;2017-05-05;9;529353;58817,0
2181;2017-05-06;1;64436;64436,0
2182;2017-05-07;4;272941;68235,25
2183;2017-05-08;8;482401;60300,125
2184;2017-05-09;3;206143;68714,33333333333
2185;2017-05-10;9;712100;79122,22222222222
2186;2017-05-11;5;376892;75378,4
2187;2017-05-12;10;781864;78186,4
2188;2017-05-13;2;121975;60987,5
2189;2017-05-14;1;136380;136380,0
2190;2017-05-15;2;135802;67901,0
2191;2017-05-16;5;386069;77213,8
2192;2017-05-17;1;71767;71767,0
2193;2017-05-18;4;365723;91430,75
2194;2017-05-19;2;147956;73978,0
2195;2017-05-20;2;209093;104546,5
2196;2017-05-21;2;116662;58331,0
2197;2017-05-22;1;70286;70286,0
2198;2017-05-23;4;412716;103179,0
2199;2017-05-24;2;179123;89561,5
2200;2017-05-25;3;186933;62311,0
2201;2017-05-26;4;284678;71169,5
2202;2017-05-27;7;419411;59915,857142857145
2203;2017-05-28;10;788078;78807,8
2204;2017-05-29;4;438420;109605,0
2205;2017-05-30;3;271000;90333,33333333333
2206;2017-05-31;10;1038709;103870,9
2207;2017-06-01;4;420836;105209,0
2208;2017-06-02;1;82110;82110,0
2209;2017-06-03;3;537986;179328,66666666666
2210;2017-06-04;3;646833;215611,0
2211;2017-06-05;9;758373;84263,66666666667
2212;2017-06-06;10;877450;87745,0
2213;2017-06-07;2;196846;98423,0
2214;2017-06-09;7;633961;90565,85714285714
2215;2017-06-10;1;85661;85661,0
2216;2017-06-11;6;572529;95421,5
2217;2017-06-12;5;340661;68132,2
2218;2017-06-13;9;749052;83228,0
2219;2017-06-14;3;502205;167401,66666666666
2220;2017-06-15;6;731052;121842,0
2221;2017-06-16;8;824591;103073,875
2222;2017-06-17;1;90601;90601,0
2223;2017-06-18;4;415943;103985,75
2224;2017-06-19;9;558085;62009,444444444445
2225;2017-06-20;10;872788;87278,8
2226;2017-06-21;3;235158;78386,0
2227;2017-06-22;14;1107545;79110,35714285714
2228;2017-06-23;5;417553;83510,6
2229;2017-06-24;5;542147;108429,4
2230;2017-06-25;1;112697;112697,0
2231;2017-06-26;9;847868;94207,55555555556
2232;2017-06-27;5;557701;111540,2
2233;2017-06-28;9;609083;67675,88888888889
2234;2017-06-29;13;996126;76625,07692307692
2235;2017-06-30;6;540230;90038,33333333333
2236;2017-07-01;12;1369757;114146,41666666667
2237;2017-07-02;4;1189809;297452,25
2238;2017-07-03;10;1071669;107166,9
2239;2017-07-04;4;650289;162572,25
2240;2017-07-05;4;412522;103130,5
2241;2017-07-06;4;460229;115057,25
2242;2017-07-07;7;740531;105790,14285714286
2243;2017-07-08;5;484967;96993,4
2244;2017-07-09;11;1048576;95325,09090909091
2245;2017-07-10;4;432278;108069,5
2246;2017-07-11;5;570227;114045,4
2247;2017-07-12;11;1056655;96059,54545454546
2248;2017-07-13;4;272913;68228,25
2249;2017-07-14;13;858815;66062,69230769231
2250;2017-07-15;7;475899;67985,57142857143
2251;2017-07-16;9;798992;88776,88888888889
2252;2017-07-17;2;227124;113562,0
2253;2017-07-18;6;539741;89956,83333333333
2254;2017-07-19;3;261477;87159,0
2255;2017-07-20;3;263182;87727,33333333333
2256;2017-07-21;6;408780;68130,0
2257;2017-07-22;14;1174054;83861,0
2258;2017-07-23;5;493235;98647,0
2259;2017-07-24;11;870727;79157,0
2260;2017-07-25;17;1142715;67218,5294117647
2261;2017-07-26;10;1027267;102726,7
2262;2017-07-27;9;622686;69187,33333333333
2263;2017-07-28;9;672566;74729,55555555556
2264;2017-07-29;13;1161364;89335,69230769231
2265;2017-07-30;1;112440;112440,0
2266;2017-07-31;3;403088;134362,66666666666
2267;2017-08-01;3;343988;114662,66666666667
2268;2017-08-02;5;428644;85728,8
2269;2017-08-03;8;601818;75227,25
2270;2017-08-04;7;565423;80774,71428571429
2271;2017-08-05;6;572308;95384,66666666667
2272;2017-08-06;3;332589;110863,0
2273;2017-08-07;13;1063359;81796,84615384616
2274;2017-08-08;5;468180;93636,0
2275;2017-08-09;4;478988;119747,0
2276;2017-08-10;4;420465;105116,25
2277;2017-08-11;5;435863;87172,6
2278;2017-08-12;8;833808;104226,0
2279;2017-08-14;9;793347;88149,66666666667
2280;2017-08-15;4;246062;61515,5
2281;2017-08-16;12;955452;79621,0
2282;2017-08-17;10;1229162;122916,2
2283;2017-08-18;8;763433;95429,125
2284;2017-08-19;7;849813;121401,85714285714
2285;2017-08-20;2;227418;113709,0
2286;2017-08-21;5;349162;69832,4
2287;2017-08-22;5;382927;76585,4
2288;2017-08-23;10;761997;76199,7
2289;2017-08-24;9;642319;71368,77777777778
2290;2017-08-25;14;1133470;80962,14285714286
2291;2017-08-26;5;361201;72240,2
2292;2017-08-27;11;910589;82780,81818181818
2293;2017-08-29;2;225499;112749,5
2294;2017-08-30;6;661129;110188,16666666667
2295;2017-08-31;1;133896;133896,0
2296;2017-09-01;8;754339;94292,375
2297;2017-09-02;6;665650;110941,66666666667
2298;2017-09-03;6;709915;118319,16666666667
2299;2017-09-04;2;234645;117322,5
2300;2017-09-05;4;453969;113492,25
2301;2017-09-06;9;622475;69163,88888888889
2302;2017-09-07;8;518216;64777,0
2303;2017-09-08;7;611573;87367,57142857143
2304;2017-09-09;4;306241;76560,25
2305;2017-09-11;2;236007;118003,5
2306;2017-09-12;4;367691;91922,75
2307;2017-09-13;6;571470;95245,0
2308;2017-09-14;11;778939;70812,63636363637
2309;2017-09-15;13;1151866;88605,07692307692
2310;2017-09-16;2;142994;71497,0
2311;2017-09-17;5;394654;78930,8
2312;2017-09-18;8;438144;54768,0
2313;2017-09-19;9;839730;93303,33333333333
2314;2017-09-20;16;890813;55675,8125
2315;2017-09-21;6;307461;51243,5
2316;2017-09-22;9;700145;77793,88888888889
2317;2017-09-23;14;1644953;117496,64285714286
2318;2017-09-24;8;1238743;154842,875
2319;2017-09-25;12;1416147;118012,25
2320;2017-09-26;15;1080074;72004,93333333333
2321;2017-09-27;9;662355;73595,0
2322;2017-09-28;7;540768;77252,57142857143
2323;2017-09-29;9;442896;49210,666666666664
2324;2017-09-30;21;1594798;75942,76190476191
2325;2017-10-01;7;696491;99498,71428571429
2326;2017-10-02;1;340496;340496,0
2327;2017-10-03;6;577375;96229,16666666667
2328;2017-10-04;7;743225;106175,0
2329;2017-10-05;6;613748;102291,33333333333
2330;2017-10-07;12;862561;71880,08333333333
2331;2017-10-08;9;697624;77513,77777777778
2332;2017-10-09;4;470177;117544,25
2333;2017-10-10;9;788593;87621,44444444444
2334;2017-10-11;14;1046699;74764,21428571429
2335;2017-10-12;10;635012;63501,2
2336;2017-10-13;15;1028287;68552,46666666666
2337;2017-10-14;3;282662;94220,66666666667
2338;2017-10-15;2;141695;70847,5
2339;2017-10-16;7;625805;89400,71428571429
2340;2017-10-17;10;606023;60602,3
2341;2017-10-18;16;1167021;72938,8125
2342;2017-10-19;8;651773;81471,625
2343;2017-10-20;8;566183;70772,875
2344;2017-10-21;13;1234985;94998,84615384616
2345;2017-10-22;3;293086;97695,33333333333
2346;2017-10-23;4;415724;103931,0
2347;2017-10-24;8;579785;72473,125
2348;2017-10-25;15;944969;62997,933333333334
2349;2017-10-26;7;484553;69221,85714285714
2350;2017-10-27;15;918243;61216,2
2351;2017-10-28;9;749208;83245,33333333333
2352;2017-10-29;6;581542;96923,66666666667
2353;2017-10-30;4;405945;101486,25
2354;2017-10-31;15;1178287;78552,46666666666
2355;2017-11-01;19;1362407;71705,63157894737
2356;2017-11-02;13;878180;67552,30769230769
2357;2017-11-03;16;1476778;92298,625
2358;2017-11-04;5;500619;100123,8
2359;2017-11-05;5;518867;103773,4
2360;2017-11-06;6;571079;95179,83333333333
2361;2017-11-07;17;994602;58506,0
2362;2017-11-08;4;377094;94273,5
2363;2017-11-09;6;546760;91126,66666666667
2364;2017-11-10;6;366356;61059,333333333336
2365;2017-11-11;8;1468335;183541,875
2366;2017-11-12;3;193692;64564,0
2367;2017-11-13;8;545577;68197,125
2368;2017-11-14;5;390697;78139,4
2369;2017-11-15;11;954558;86778,0
2370;2017-11-16;8;665060;83132,5
2371;2017-11-17;5;448976;89795,2
2372;2017-11-18;1;207072;207072,0
2373;2017-11-19;6;819393;136565,5
2374;2017-11-20;2;248549;124274,5
2375;2017-11-21;2;145233;72616,5
2376;2017-11-22;8;812171;101521,375
2377;2017-11-23;9;834581;92731,22222222222
2378;2017-11-24;6;665296;110882,66666666667
2379;2017-11-25;5;375750;75150,0
2380;2017-11-26;4;443322;110830,5
2381;2017-11-27;5;447919;89583,8
2382;2017-11-28;12;846916;70576,33333333333
2383;2017-11-29;16;1265514;79094,625
2384;2017-11-30;11;1027872;93442,90909090909
2385;2017-12-01;5;516007;103201,4
2386;2017-12-02;8;933043;116630,375
2387;2017-12-03;6;673713;112285,5
2388;2017-12-04;4;376966;94241,5
2389;2017-12-05;2;124781;62390,5
2390;2017-12-06;4;472151;118037,75
2391;2017-12-07;8;675848;84481,0
2392;2017-12-08;8;582047;72755,875
2393;2017-12-09;12;1064045;88670,41666666667
2394;2017-12-10;3;359025;119675,0
2395;2017-12-11;1;144955;144955,0
2396;2017-12-12;6;642719;107119,83333333333
2397;2017-12-13;4;394958;98739,5
2398;2017-12-14;6;450564;75094,0
2399;2017-12-15;6;415523;69253,83333333333
2400;2017-12-16;3;244019;81339,66666666667
2401;2017-12-17;3;217974;72658,0
2402;2017-12-18;10;707120;70712,0
2403;2017-12-19;4;428975;107243,75
2404;2017-12-20;6;593774;98962,33333333333
2405;2017-12-21;5;469533;93906,6
2406;2017-12-22;11;1050883;95534,81818181818
2407;2017-12-23;5;487325;97465,0
2408;2017-12-24;5;782693;156538,6
2409;2017-12-25;2;429807;214903,5
2410;2017-12-26;3;381789;127263,0
2411;2017-12-27;3;279878;93292,66666666667
2412;2017-12-28;6;713249;118874,83333333333
2413;2017-12-29;4;550817;137704,25
2414;2017-12-30;6;698778;116463,0
2415;2017-12-31;8;1115959;139494,875
2416;2018-01-01;3;593277;197759,0
2417;2018-01-02;16;2124873;132804,5625
2418;2018-01-03;5;571664;114332,8
2419;2018-01-04;8;997360;124670,0
2420;2018-01-05;5;588625;117725,0
2421;2018-01-06;5;730182;146036,4
2422;2018-01-07;7;811156;115879,42857142857
2423;2018-01-08;5;455410;91082,0
2424;2018-01-09;7;595386;85055,14285714286
2425;2018-01-10;8;806661;100832,625
2426;2018-01-11;14;1268054;90575,28571428571
2427;2018-01-12;7;810575;115796,42857142857
2428;2018-01-13;5;676442;135288,4
2429;2018-01-14;6;697671;116278,5
2430;2018-01-15;3;345097;115032,33333333333
2431;2018-01-16;9;877166;97462,88888888889
2432;2018-01-17;8;845783;105722,875
2433;2018-01-18;9;897998;99777,55555555556
2434;2018-01-19;7;654637;93519,57142857143
2435;2018-01-20;9;1347433;149714,77777777778
2436;2018-01-21;2;325490;162745,0
2437;2018-01-22;4;492703;123175,75
2438;2018-01-23;6;803558;133926,33333333334
2439;2018-01-24;4;500454;125113,5
2440;2018-01-25;3;244867;81622,33333333333
2441;2018-01-26;7;533787;76255,28571428571
2442;2018-01-27;5;725774;145154,8
2443;2018-01-28;2;471452;235726,0
2444;2018-01-29;1;86738;86738,0
2445;2018-01-30;1;113889;113889,0
2446;2018-02-01;4;602101;150525,25
2447;2018-02-02;5;610484;122096,8
2448;2018-02-03;5;747927;149585,4
2449;2018-02-04;2;362495;181247,5
2450;2018-02-05;6;790110;131685,0
2451;2018-02-06;7;902992;128998,85714285714
2452;2018-02-07;5;521001;104200,2
2453;2018-02-08;6;684445;114074,16666666667
2454;2018-02-09;3;354007;118002,33333333333
2455;2018-02-10;9;1005909;111767,66666666667
2456;2018-02-11;4;449041;112260,25
2457;2018-02-12;3;306656;102218,66666666667
2458;2018-02-13;2;224650;112325,0
2459;2018-02-14;4;429833;107458,25
2460;2018-02-15;6;502327;83721,16666666667
2461;2018-02-16;4;505664;126416,0
2462;2018-02-17;8;853367;106670,875
2463;2018-02-18;9;1082125;120236,11111111111
2464;2018-02-19;5;499124;99824,8
2465;2018-02-20;12;994656;82888,0
2466;2018-02-21;5;569723;113944,6
2467;2018-02-22;10;1182880;118288,0
2468;2018-02-23;9;773228;85914,22222222222
2469;2018-02-24;11;946556;86050,54545454546
2470;2018-02-27;10;830881;83088,1
2471;2018-02-28;8;717840;89730,0
2472;2018-03-01;9;669480;74386,66666666667
2473;2018-03-02;6;671882;111980,33333333333
2474;2018-03-03;4;455265;113816,25
2475;2018-03-04;2;230215;115107,5
2476;2018-03-05;5;534353;106870,6
2477;2018-03-06;8;823345;102918,125
2478;2018-03-07;5;375079;75015,8
2479;2018-03-08;6;499697;83282,83333333333
2480;2018-03-09;5;409314;81862,8
2481;2018-03-10;10;827750;82775,0
2482;2018-03-11;5;487582;97516,4
2483;2018-03-12;7;613779;87682,71428571429
2484;2018-03-13;8;799742;99967,75
2485;2018-03-14;9;677105;75233,88888888889
2486;2018-03-15;5;406012;81202,4
2487;2018-03-16;4;447828;111957,0
2488;2018-03-17;4;495477;123869,25
2489;2018-03-18;3;387495;129165,0
2490;2018-03-19;3;270552;90184,0
2491;2018-03-20;1;152651;152651,0
2492;2018-03-21;8;809800;101225,0
2493;2018-03-22;5;615160;123032,0
2494;2018-03-23;6;543063;90510,5
2495;2018-03-24;1;85631;85631,0
2496;2018-03-25;8;667306;83413,25
2497;2018-03-26;4;424958;106239,5
2498;2018-03-27;1;72452;72452,0
2499;2018-03-28;9;960647;106738,55555555556
2500;2018-03-29;4;416960;104240,0
2501;2018-03-30;1;98531;98531,0
2502;2018-03-31;3;297615;99205,0
2503;2018-04-01;4;588015;147003,75
2504;2018-04-02;14;1207585;86256,07142857143
2505;2018-04-03;8;719772;89971,5
2506;2018-04-04;6;633877;105646,16666666667
2507;2018-04-05;4;326707;81676,75
2508;2018-04-06;6;513837;85639,5
2509;2018-04-07;7;719830;102832,85714285714
2510;2018-04-08;7;666740;95248,57142857143
2511;2018-04-09;3;365235;121745,0
2512;2018-04-10;5;536071;107214,2
2513;2018-04-11;11;972412;88401,09090909091
2514;2018-04-12;9;765604;85067,11111111111
2515;2018-04-13;6;787108;131184,66666666666
2516;2018-04-14;2;380636;190318,0
2517;2018-04-15;8;933406;116675,75
2518;2018-04-16;2;226219;113109,5
2519;2018-04-17;14;1040588;74327,71428571429
2520;2018-04-18;8;731785;91473,125
2521;2018-04-19;13;1043094;80238,0
2522;2018-04-20;9;1207388;134154,22222222222
2523;2018-04-21;12;913899;76158,25
2524;2018-04-22;8;840405;105050,625
2525;2018-04-23;4;486804;121701,0
2526;2018-04-24;7;436361;62337,28571428572
2527;2018-04-25;6;1049664;174944,0
2528;2018-04-26;2;188144;94072,0
2529;2018-04-27;10;1113241;111324,1
2530;2018-04-28;7;706184;100883,42857142857
2531;2018-04-29;6;642348;107058,0
2532;2018-04-30;7;757073;108153,28571428571
2533;2018-05-01;7;614621;87803,0
2534;2018-05-02;10;970482;97048,2
2535;2018-05-03;6;470868;78478,0
2536;2018-05-04;13;1229518;94578,30769230769
2537;2018-05-05;1;81648;81648,0
2538;2018-05-07;11;1034645;94058,63636363637
2539;2018-05-08;5;542816;108563,2
2540;2018-05-09;9;1077685;119742,77777777778
2541;2018-05-10;5;1002382;200476,4
2542;2018-05-11;4;450078;112519,5
2543;2018-05-12;3;421856;140618,66666666666
2544;2018-05-13;5;611632;122326,4
2545;2018-05-14;6;678390;113065,0
2546;2018-05-15;7;637112;91016,0
2547;2018-05-16;10;636212;63621,2
2548;2018-05-17;9;874784;97198,22222222222
2549;2018-05-18;10;982420;98242,0
2550;2018-05-19;3;385499;128499,66666666667
2551;2018-05-20;8;985115;123139,375
2552;2018-05-21;10;904138;90413,8
2553;2018-05-22;5;420378;84075,6
2554;2018-05-23;16;1199429;74964,3125
2555;2018-05-24;7;575076;82153,71428571429
2556;2018-05-25;13;1225948;94303,69230769231
2557;2018-05-26;10;913657;91365,7
2558;2018-05-27;5;611159;122231,8
2559;2018-05-28;10;870955;87095,5
2560;2018-05-29;7;753564;107652,0
2561;2018-05-30;13;1142271;87867,0
2562;2018-05-31;7;758686;108383,71428571429
2563;2018-06-01;5;509913;101982,6
2564;2018-06-02;11;900093;81826,63636363637
2565;2018-06-03;4;456766;114191,5
2566;2018-06-04;13;1118977;86075,15384615384
2567;2018-06-05;22;1680379;76380,86363636363
2568;2018-06-06;9;739723;82191,44444444444
2569;2018-06-07;19;1561060;82161,05263157895
2570;2018-06-08;6;623392;103898,66666666667
2571;2018-06-09;10;946881;94688,1
2572;2018-06-10;6;811991;135331,83333333334
2573;2018-06-11;6;744552;124092,0
2574;2018-06-12;11;1168929;106266,27272727272
2575;2018-06-13;13;1371976;105536,61538461539
2576;2018-06-14;7;708115;101159,28571428571
2577;2018-06-15;13;1229531;94579,30769230769
2578;2018-06-16;3;460593;153531,0
2579;2018-06-17;13;1184475;91113,46153846153
2580;2018-06-18;8;931933;116491,625
2581;2018-06-19;12;1110637;92553,08333333333
2582;2018-06-20;13;1200261;92327,76923076923
2583;2018-06-21;15;1364428;90961,86666666667
2584;2018-06-22;12;1107781;92315,08333333333
2585;2018-06-23;15;1252641;83509,4
2586;2018-06-24;7;828683;118383,28571428571
2587;2018-06-25;14;1443865;103133,21428571429
2588;2018-06-26;16;1398967;87435,4375
2589;2018-06-27;12;1030601;85883,41666666667
2590;2018-06-28;11;934078;84916,18181818182
2591;2018-06-29;3;239253;79751,0
2592;2018-06-30;9;1052244;116916,0
2593;2018-07-01;4;578651;144662,75
2594;2018-07-02;2;191894;95947,0
2595;2018-07-03;16;1418658;88666,125
2596;2018-07-04;4;647169;161792,25
2597;2018-07-05;9;891548;99060,88888888889
2598;2018-07-06;2;260924;130462,0
2599;2018-07-07;4;511012;127753,0
2600;2018-07-08;4;866387;216596,75
2601;2018-07-09;8;758706;94838,25
2602;2018-07-10;10;1070439;107043,9
2603;2018-07-11;9;848401;94266,77777777778
2604;2018-07-12;8;669603;83700,375
2605;2018-07-13;3;266468;88822,66666666667
2606;2018-07-14;9;970604;107844,88888888889
2607;2018-07-15;5;536417;107283,4
2608;2018-07-16;10;1029915;102991,5
2609;2018-07-17;7;803381;114768,71428571429
2610;2018-07-18;11;1077119;97919,90909090909
2611;2018-07-19;11;1014676;92243,27272727272
2612;2018-07-20;7;708951;101278,71428571429
2613;2018-07-21;5;584927;116985,4
2614;2018-07-22;8;1211702;151462,75
2615;2018-07-23;12;1068239;89019,91666666667
2616;2018-07-24;14;1228628;87759,14285714286
2617;2018-07-25;15;1267313;84487,53333333334
2618;2018-07-26;10;920418;92041,8
2619;2018-07-27;16;1316545;82284,0625
2620;2018-07-28;1;94895;94895,0
2621;2018-07-29;14;1356061;96861,5
2622;2018-07-30;13;987621;75970,84615384616
2623;2018-07-31;15;1198223;79881,53333333334
2624;2018-08-01;14;1173679;83834,21428571429
2625;2018-08-02;9;825743;91749,22222222222
2626;2018-08-03;12;1021592;85132,66666666667
2627;2018-08-04;12;916558;76379,83333333333
2628;2018-08-05;7;757502;108214,57142857143
2629;2018-08-06;8;695296;86912,0
2630;2018-08-07;8;801280;100160,0
2631;2018-08-08;5;575557;115111,4
2632;2018-08-09;6;607186;101197,66666666667
2633;2018-08-10;8;1030519;128814,875
2634;2018-08-11;8;986472;123309,0
2635;2018-08-12;4;418862;104715,5
2636;2018-08-13;17;1375417;80906,88235294117
2637;2018-08-14;11;963364;87578,54545454546
2638;2018-08-15;19;1616507;85079,31578947368
2639;2018-08-16;16;1509719;94357,4375
2640;2018-08-17;14;1213446;86674,71428571429
2641;2018-08-18;11;1200638;109148,90909090909
2642;2018-08-19;6;605560;100926,66666666667
2643;2018-08-20;13;1173636;90279,69230769231
2644;2018-08-21;11;936571;85142,81818181818
2645;2018-08-22;14;1294258;92447,0
2646;2018-08-23;9;618722;68746,88888888889
2647;2018-08-24;16;1416015;88500,9375
2648;2018-08-25;9;1171291;130143,44444444444
2649;2018-08-26;4;518824;129706,0
2650;2018-08-27;9;834581;92731,22222222222
2651;2018-08-28;15;1429323;95288,2
2652;2018-08-29;20;1739327;86966,35
2653;2018-08-30;14;1307387;93384,78571428571
2654;2018-08-31;8;703811;87976,375
2655;2018-09-01;15;1436714;95780,93333333333
2656;2018-09-02;2;282819;141409,5
2657;2018-09-03;9;863745;95971,66666666667
2658;2018-09-04;16;1210812;75675,75
2659;2018-09-05;12;1304008;108667,33333333333
2660;2018-09-06;10;897493;89749,3
2661;2018-09-07;6;652517;108752,83333333333
2662;2018-09-08;9;891483;99053,66666666667
2663;2018-09-09;9;886341;98482,33333333333
2664;2018-09-10;15;1405212;93680,8
2665;2018-09-11;14;1141666;81547,57142857143
2666;2018-09-12;9;608550;67616,66666666667
2667;2018-09-13;14;995985;71141,78571428571
2668;2018-09-14;10;772260;77226,0
2669;2018-09-15;9;646579;71842,11111111111
2670;2018-09-16;6;497260;82876,66666666667
2671;2018-09-17;12;934408;77867,33333333333
2672;2018-09-18;14;1135581;81112,92857142857
2673;2018-09-19;7;577083;82440,42857142857
2674;2018-09-20;17;1193772;70221,88235294117
2675;2018-09-21;14;1095419;78244,21428571429
2676;2018-09-22;3;256445;85481,66666666667
2677;2018-09-23;3;304832;101610,66666666667
2678;2018-09-24;11;736745;66976,81818181818
2679;2018-09-25;13;989609;76123,76923076923
2680;2018-09-26;7;653210;93315,71428571429
2681;2018-09-27;1;364390;364390,0
2682;2018-09-28;1;196973;196973,0
2683;2018-09-29;5;592249;118449,8
2684;2018-09-30;3;553658;184552,66666666666
